teks1,teks2,similarity
tua,baru,0.43088764833809745
pintar,cerdas,0.7514885976894212
keras,sulit,0.3919920535022579
bahagia,ceria,0.5431758485890393
keras,mudah,0.40062918375166634
cepat,cepat,1.0
bahagia,senang,0.5991413753879236
pendek,panjang,0.5788081875600786
bodoh,bodoh,0.9999999999999999
aneh,aneh,1.0
luas,sempit,0.5945572148780724
buruk,mengerikan,0.615453500018231
mudah,sulit,0.7980410941207989
buruk,mengerikan,0.615453500018231
keras,sederhana,0.3589581796333478
cerdas,bodoh,0.5138555820525251
gila,gila,0.9999999999999999
bahagia,gila,0.33622582785256594
besar,besar,1.0000000000000004
keras,sulit,0.3919920535022579
Baru,segar,0.11732353145266576
tajam,membosankan,0.3462492587976355
cepat,cepat,1.0
bodoh,bodoh,0.9999999999999999
luarbiasa,Hebat,0.18393136994256584
aneh,aneh,1.0
bahagia,marah,0.44664261783198045
sempit,luas,0.5945572148780724
sederhana,mudah,0.5373176407344962
tua,segar,0.26342228039557647
jelas,jelas,1.0000000000000002
murah,murah,1.0
bagus,baik,0.6870535502076833
aneh,normal,0.464789679146654
aneh,aneh,1.0
buruk,jelek,0.6957444167601119
sedih,lucu,0.5288699206178562
luarbiasa,Hebat,0.18393136994256584
bersalah,malu,0.5517437776900366
cantik,indah,0.595173853502766
yakin,yakin,0.9999999999999999
bodoh,padat,0.24348724066370908
besar,besar,1.0000000000000004
bagus,kejam,0.28840201954387573
sabar,cemas,0.6004396886219596
besar,luas,0.49487063771618184
kuat,bangga,0.4640306718506606
perlu,diperlukan,0.6428639964423812
gelisah,muda,0.3245038671903343
bodoh,cerdas,0.5138555820525251
buruk,besar,0.4294360719060502
sulit,sederhana,0.5376630514527041
diperlukan,penting,0.5633292287598655
buruk,Hebat,0.14164704534351003
gila,senang,0.40944058626405117
jujur,bersalah,0.39496288911691657
mudah,sulit,0.7980410941207989
mudah,fleksibel,0.5523117343044647
pasti,yakin,0.5025206046762525
penting,diperlukan,0.5633292287598655
berbeda,normal,0.5075751819986712
licik,pintar,0.48334578221195457
penting,penting,1.0
keras,kejam,0.4619836716321777
bodoh,bodoh,0.9999999999999999
langka,langka,1.0
ramah,baik,0.5309524225538187
rapuh,dingin,0.3554156484542954
panjang,sempit,0.4436370461626682
besar,berat,0.5209808531028419
kasar,dingin,0.3634590058872434
aneh,aneh,1.0
ilegal,buruk,0.28816125665245823
buruk,bersalah,0.3032224308579618
modern,kuno,0.7302876137079395
Baru,kuno,0.3282763000455164
kusam,lucu,0.33959344394203883
bahagia,muda,0.332773785951042
mudah,besar,0.4029029545695518
besar,mengerikan,0.4199642772435484
kecil,besar,0.7620656901113385
sopan,tepat,0.2968811554590115
sederhana,malu,0.253018837126645
eksotis,langka,0.7016280400658218
bodoh,pintar,0.4946068260891861
Menyenangkan,indah,0.16642226577866934
nyata,jelas,0.5382271255116968
takut,gelisah,0.7147674602658133
formal,tepat,0.3253712287159266
suram,membosankan,0.5446438735845764
Menyenangkan,ceria,0.28520039849098533
stres,gila,0.34217285083252075
sedih,mengerikan,0.5735602618594111
sakit,gila,0.21764881823340895
