teks1,teks2,similarity
tua,baru,0.3250067429696154
pintar,cerdas,0.7782662832953502
keras,sulit,0.40793832227284466
bahagia,ceria,0.5321521555765023
keras,mudah,0.41773692566703013
cepat,cepat,1.0
bahagia,senang,0.6327044934191516
pendek,panjang,0.5461720592629906
bodoh,bodoh,0.9999999999999998
aneh,aneh,1.0
luas,sempit,0.57350242980445
buruk,mengerikan,0.6502920858492047
mudah,sulit,0.8146490306235548
buruk,mengerikan,0.6502920858492047
keras,sederhana,0.4187704948163869
cerdas,bodoh,0.5457372245613135
gila,gila,0.9999999999999999
bahagia,gila,0.443813697878763
besar,besar,1.0
keras,sulit,0.40793832227284466
Baru,segar,-0.058069006238045166
tajam,membosankan,0.38831794993325147
cepat,cepat,1.0
bodoh,bodoh,0.9999999999999998
luarbiasa,Hebat,0.18808713395203167
aneh,aneh,1.0
bahagia,marah,0.49040250380233613
sempit,luas,0.57350242980445
sederhana,mudah,0.575171302757087
tua,segar,0.17793895051843256
jelas,jelas,1.0
murah,murah,1.0
bagus,baik,0.6328024895580394
aneh,normal,0.40486568861615063
aneh,aneh,1.0
buruk,jelek,0.668594426725066
sedih,lucu,0.5143594866727296
luarbiasa,Hebat,0.18808713395203167
bersalah,malu,0.5982895709160124
cantik,indah,0.5863612306345323
yakin,yakin,1.0
bodoh,padat,0.07845549309110454
besar,besar,1.0
bagus,kejam,0.2238575359157854
sabar,cemas,0.6082650011019676
besar,luas,0.469506296499381
kuat,bangga,0.4546710744019089
perlu,diperlukan,0.6602019835247089
gelisah,muda,0.31806584017578476
bodoh,cerdas,0.5457372245613135
buruk,besar,0.4034476310473439
sulit,sederhana,0.5365479988590868
diperlukan,penting,0.49509624874923586
buruk,Hebat,0.10583456854966332
gila,senang,0.559387151399109
jujur,bersalah,0.3823953297583782
mudah,sulit,0.8146490306235548
mudah,fleksibel,0.5746483015893556
pasti,yakin,0.5034799458387884
penting,diperlukan,0.49509624874923586
berbeda,normal,0.4444351849083348
licik,pintar,0.5102638118089058
penting,penting,1.0
keras,kejam,0.49135483567320254
bodoh,bodoh,0.9999999999999998
langka,langka,0.9999999999999998
ramah,baik,0.5092168552732431
rapuh,dingin,0.36682763547147956
panjang,sempit,0.45499219380566475
besar,berat,0.4876531794306772
kasar,dingin,0.3491005142487242
aneh,aneh,1.0
ilegal,buruk,0.2863416811822098
buruk,bersalah,0.36569976791279607
modern,kuno,0.7230064004094626
Baru,kuno,0.25694269703681705
kusam,lucu,0.2576625094895752
bahagia,muda,0.41699918466052355
mudah,besar,0.35787760785588063
besar,mengerikan,0.2923223206542752
kecil,besar,0.7253290285213251
sopan,tepat,0.219575898453151
sederhana,malu,0.1868055905014649
eksotis,langka,0.6587873475655974
bodoh,pintar,0.5415675047744869
Menyenangkan,indah,0.11935824266748968
nyata,jelas,0.4771861159567459
takut,gelisah,0.7644526476825195
formal,tepat,0.24569163147777895
suram,membosankan,0.5160056224212964
Menyenangkan,ceria,0.21052253645434327
stres,gila,0.34242263604602297
sedih,mengerikan,0.5956778510318028
sakit,gila,0.27145160607286245
kekerasan,marah,0.36320636078643653
syarat,aturan,0.5707341502902334
kotor,murah,0.2195100174435876
elastis,fleksibel,0.6006114559187364
keras,padat,0.3372664086647566
Baru,baru,0.29978850105394445
berani,bangga,0.5998851594228962
licik,aneh,0.47587141448382875
aneh,licik,0.47587141448382875
bodoh,langka,0.23856552501594724
licik,sulit,0.29908678784412557
Hebat,gila,0.21313042722129333
sederhana,fleksibel,0.6014223879186156
segar,berbagai,0.27220293520491823
besar,bodoh,0.14239192987483912
besar,fleksibel,0.3583693585200396
kotor,sempit,0.16677621031266845
istri,suami,0.8459612521356277
buku,teks,0.5243320060961401
pria,mempelai,0.5191829093711404
malam,hari,0.7694199304855182
Selatan,Utara,0.8865569767568688
pesawat,Bandara,0.4015293333932731
Paman,bibi,0.5226204850275726
kuda,mare,0.05511771657528346
bawah,atas,0.6554019537387005
teman,teman,0.9999999999999998
mahasiswa,murid,0.46452333317533645
dunia,dunia,0.9999999999999998
kaki,lengan,0.4280871446246284
pesawat,jet,0.756217484602943
wanita,pria,0.9153291968674513
kuda,poni,0.5511881274963271
aktris,aktor,0.8327463814184173
guru,instruktur,0.5364491752515121
film,film,0.9999999999999998
burung,elang,0.7232913539069199
kata,Kamus,0.3785937332444463
uang,gaji,0.4812559856873433
anjing,kucing,0.749555887959196
Area,wilayah,0.25685068034347813
Laut,Darat,0.6293476181403577
buku,sastra,0.5163848824145233
pakaian,lemari,0.44100131020582733
terbenam,terbit,0.5653448486054118
Anak,dewasa,0.33423029149931205
sapi,sapi,0.9999999999999998
buku,cerita,0.505994185833617
dingin,panas,0.8869298544801808
taksi,taksi,1.0
pohon,pohon,1.0
tempat,Kamar,0.19972736652497797
atap,genteng,0.6531082537387471
penyakit,infeksi,0.760033882229679
lengan,bahu,0.7921126143570149
domba,domba,0.9999999999999999
wanita,pria,0.9153291968674513
Boat,jangkar,0.13476520706014494
imam,biarawan,0.627312125551369
kaki,jari,0.3255975827442277
Sungai,sungai,0.838385655803257
kemarahan,kemarahan,1.0000000000000002
tanggal,kalender,0.28199484589677426
laut,laut,1.0
kedua,berjalan,0.2595821658101308
tangan,jari,0.4786960486316466
kayu,rotan,0.4398515091840654
Lumpur,kotoran,-0.026703171830119905
lorong,koridor,0.5402376888121491
cara,cara,0.9999999999999999
tikus,kucing,0.6014446530077764
polisi,sherif,0.3772083807641331
kematian,penguburan,0.3997119935782982
musik,melodi,0.5739173008884868
bir,alkohol,0.5413826564273703
mulut,bibir,0.6933623107738693
badai,topan,0.8142835807088693
pajak,pendapatan,0.5899724864789339
bunga,ungu,0.39648501394192837
kertas,kardus,0.67040403656213
lesehan,lantai,0.41314040370585625
pantai,pasir,0.5512086175192368
batang,tirai,0.26504011274341627
serigala,anjing,0.6716782388500585
jalan,Gang,0.1143937591555257
perahu,dek,0.4811027500861644
Mobil,tanduk,-0.02130122113118001
teman,tamu,0.2603416654862163
majikan,karyawan,0.537791096745636
tangan,pergelangan,0.5643776933836095
bola,meriam,0.11096787063110153
alkohol,brendi,0.38691607213442125
kemenangan,kemenangan,1.0000000000000002
telepon,komunikasi,0.5067737287479205
pintu,pintu,1.0
hotel,kamar,0.5966486876420551
pakaian,kain,0.6905821802323803
steak,daging,0.6135375045827549
kuku,jari,0.647038090273676
band,orkestra,0.49521974311594363
buku,Alkitab,0.3378265117483805
Bisnis,industri,0.2869684309615192
gugur,panas,0.5675814447209704
dekade,abad,0.5130979479622986
alkohol,miras,0.390625430043928
topi,mantel,0.4958876946877555
jendela,pintu,0.6974125027700336
lengan,tangan,0.6008518622221999
rumah,apartemen,0.6097436671342759
