teks1,teks2,similarity
tua,baru,0.6104737750282379
pintar,cerdas,0.8524777687386682
keras,sulit,0.4968710327030201
bahagia,ceria,0.6394645901465701
keras,mudah,0.5404585165554507
cepat,cepat,0.9999999999999998
bahagia,senang,0.6850791360716058
pendek,panjang,0.6513315533495461
bodoh,bodoh,1.0
aneh,aneh,0.9999999999999999
luas,sempit,0.6973071549943256
buruk,mengerikan,0.7458753029450518
mudah,sulit,0.8957302993099677
buruk,mengerikan,0.7458753029450518
keras,sederhana,0.5037312932964432
cerdas,bodoh,0.6687615828283354
gila,gila,1.0
bahagia,gila,0.520260321017504
besar,besar,1.0
keras,sulit,0.4968710327030201
Baru,segar,0.17875037949742933
tajam,membosankan,0.5315130627376021
cepat,cepat,0.9999999999999998
bodoh,bodoh,1.0
luarbiasa,Hebat,0.1219090503274312
aneh,aneh,0.9999999999999999
bahagia,marah,0.49523200076178736
sempit,luas,0.6973071549943256
sederhana,mudah,0.69620658211843
tua,segar,0.3765205771099165
jelas,jelas,1.0000000000000002
murah,murah,0.9999999999999999
bagus,baik,0.7417368247442453
aneh,normal,0.5619474650060863
aneh,aneh,0.9999999999999999
buruk,jelek,0.7413320173451198
sedih,lucu,0.6090035273179248
luarbiasa,Hebat,0.1219090503274312
bersalah,malu,0.686289495550462
cantik,indah,0.6904459775345266
yakin,yakin,1.0000000000000002
bodoh,padat,0.3178069492965713
besar,besar,1.0
bagus,kejam,0.33376463221990627
sabar,cemas,0.7258435553880147
besar,luas,0.7082910942711164
kuat,bangga,0.6136807216350242
perlu,diperlukan,0.778532866249535
gelisah,muda,0.4311913756775757
bodoh,cerdas,0.6687615828283354
buruk,besar,0.6337164716438667
sulit,sederhana,0.6884448231241839
diperlukan,penting,0.6330648422037373
buruk,Hebat,0.13362889435705894
gila,senang,0.6025883471738557
jujur,bersalah,0.49467700849413254
mudah,sulit,0.8957302993099677
mudah,fleksibel,0.7077994297501228
pasti,yakin,0.6316720288970772
penting,diperlukan,0.6330648422037373
berbeda,normal,0.608268807759312
licik,pintar,0.6102515876391136
penting,penting,0.9999999999999998
keras,kejam,0.599004932662945
bodoh,bodoh,1.0
langka,langka,1.0000000000000002
ramah,baik,0.66106174503645
rapuh,dingin,0.43713809882818905
panjang,sempit,0.5341905550963991
besar,berat,0.6082461729081348
kasar,dingin,0.47535548021745977
aneh,aneh,0.9999999999999999
ilegal,buruk,0.47233536861196557
buruk,bersalah,0.46993567069615383
modern,kuno,0.8294533790343497
Baru,kuno,0.35417860948328317
kusam,lucu,0.3786763333581297
bahagia,muda,0.525942908849472
mudah,besar,0.5740768364556369
besar,mengerikan,0.47269355481954334
kecil,besar,0.8464553956148411
sopan,tepat,0.3575784068600517
sederhana,malu,0.32769579993171494
eksotis,langka,0.8196052219082939
bodoh,pintar,0.6264150927799447
Menyenangkan,indah,0.19095077543984224
nyata,jelas,0.6910570372632839
takut,gelisah,0.8387208204889679
formal,tepat,0.4330721732455213
suram,membosankan,0.6760298917989713
Menyenangkan,ceria,0.33226627874808623
stres,gila,0.42157297883561273
sedih,mengerikan,0.6661528401895309
sakit,gila,0.4059539252634256
kekerasan,marah,0.3948971394649554
syarat,aturan,0.6949556270012474
kotor,murah,0.49044975181643247
elastis,fleksibel,0.7183007062452631
keras,padat,0.48129588905147636
Baru,baru,0.5052701647280322
berani,bangga,0.7101291126428266
licik,aneh,0.5731645071529434
aneh,licik,0.5731645071529434
bodoh,langka,0.3834309622552906
licik,sulit,0.4647883969016755
Hebat,gila,0.291073739034753
sederhana,fleksibel,0.7571577529823632
segar,berbagai,0.4197491480398182
besar,bodoh,0.2499316035795848
besar,fleksibel,0.5072385287192785
kotor,sempit,0.4530547380887704
istri,suami,0.8887989176077455
buku,teks,0.6490856445684345
pria,mempelai,0.7309039491606928
malam,hari,0.8790769453862415
Selatan,Utara,0.9255439530192312
pesawat,Bandara,0.47931301410742144
Paman,bibi,0.599340601309238
kuda,mare,0.0654228921832965
bawah,atas,0.8231732424529496
teman,teman,1.0
mahasiswa,murid,0.6542980089058323
dunia,dunia,0.9999999999999999
kaki,lengan,0.5307896522595477
pesawat,jet,0.816245642236876
wanita,pria,0.9694910599283961
kuda,poni,0.6652812962831246
aktris,aktor,0.8860276455586741
guru,instruktur,0.7217067610362199
film,film,0.9999999999999998
burung,elang,0.815808612893892
kata,Kamus,0.34013757326589783
uang,gaji,0.5387963302309072
anjing,kucing,0.848777663460079
Area,wilayah,0.25642401550711197
Laut,Darat,0.8052444875839679
buku,sastra,0.6299644509903208
pakaian,lemari,0.5502600406463888
terbenam,terbit,0.612298337208863
Anak,dewasa,0.49844071903013826
sapi,sapi,1.0
buku,cerita,0.6312150802829779
dingin,panas,0.9265843569111365
taksi,taksi,1.0000000000000002
pohon,pohon,1.0
tempat,Kamar,0.3906314400449029
atap,genteng,0.6949111229517781
penyakit,infeksi,0.8444188751672876
lengan,bahu,0.8369439807109025
domba,domba,0.9999999999999998
wanita,pria,0.9694910599283961
Boat,jangkar,0.0810353983093042
imam,biarawan,0.7168837838479813
kaki,jari,0.4096038071528304
Sungai,sungai,0.8593258495424076
kemarahan,kemarahan,0.9999999999999998
tanggal,kalender,0.3704640650087796
laut,laut,1.0
kedua,berjalan,0.42796602805164485
tangan,jari,0.5857720228267469
kayu,rotan,0.6459312884789783
Lumpur,kotoran,-0.03832111481764622
lorong,koridor,0.6696870860711654
cara,cara,1.0000000000000002
tikus,kucing,0.7272368245753009
polisi,sherif,0.4617226572055387
kematian,penguburan,0.5225683742451146
musik,melodi,0.6178834068966621
bir,alkohol,0.6584802129232888
mulut,bibir,0.7844062469600013
badai,topan,0.8599678773179062
pajak,pendapatan,0.6486337183214894
bunga,ungu,0.42481380109365774
kertas,kardus,0.7300314917234716
lesehan,lantai,0.4898919195219585
pantai,pasir,0.6114409926062094
batang,tirai,0.41876919983682875
serigala,anjing,0.7847479687022341
jalan,Gang,0.10877796747632926
perahu,dek,0.6483205572915214
Mobil,tanduk,0.010813594150129613
teman,tamu,0.38136047559059993
majikan,karyawan,0.7115984885705193
tangan,pergelangan,0.6254819543055609
bola,meriam,0.19294837351276303
alkohol,brendi,0.49467625625960854
kemenangan,kemenangan,1.0
telepon,komunikasi,0.6083101050876546
pintu,pintu,0.9999999999999998
hotel,kamar,0.6836061435934315
pakaian,kain,0.736029603930554
steak,daging,0.6824531179749221
kuku,jari,0.6659849419098101
band,orkestra,0.6057897114585216
buku,Alkitab,0.4888963104998949
Bisnis,industri,0.36511838752226056
gugur,panas,0.6522778979857384
dekade,abad,0.7084801496592333
alkohol,miras,0.6406267584215714
topi,mantel,0.5878610856531974
jendela,pintu,0.8007203974981127
lengan,tangan,0.6993727038615575
rumah,apartemen,0.7205595121475639
kaca,kristal,0.6271015080000494
anggur,brendi,0.6648249174829669
pencipta,pembuat,0.5976136479948384
pagi,Sarapan,0.4353593838607177
lengan,otot,0.7091105089153948
gelembung,busa,0.7555858235691492
roti,tepung,0.616667610991656
kematian,tragedi,0.6110865307130497
ketiadaan,kehadiran,0.6291940225358227
pistol,meriam,0.697776991063602
rumput,pisau,0.468535819550736
bola,keranjang,0.33006293344263254
selang,Taman,-0.05615330541089912
pria,anak,0.7001869730354315
kelompok,tim,0.4996596271935188
pakaian,laci,0.5080228806742448
Tower,tiang,0.16239436469815527
Bapa,orangtua,0.3380425872101702
sekolah,kelas,0.6101602752919758
orangtua,dewasa,0.5794140470007401
Bar,penjara,-0.01267650498651772
Mobil,jalanan,0.4177055410208443
Kamus,definisi,0.272564585447037
pintu,gudang,0.5399839242940478
tentara,prajurit,0.8863184514062841
logam,aluminium,0.7842841676941908
kursi,bangku,0.5337169635889966
awan,kabut,0.7937354607715742
Laki,anak,0.31390193564043894
air,es,0.5578169248684348
kasur,selimut,0.8391649444790386
Jaksa,pengacara,0.4812683480373233
Area,zona,0.2428403117015332
Bisnis,perusahaan,0.4229074337433366
pakaian,kain,0.736029603930554
baju,jaket,0.8144202542320026
uang,modal,0.64120563890942
tangan,kaki,0.4494410647206647
alkohol,koktail,0.5352618293633031
Halaman,inci,0.14724487889702273
molekul,atom,0.7789569303289401
lensa,kamera,0.7896614616225679
makan,makanan,0.7269676817963673
mata,kelopak,0.5523147911439774
Allah,setan,0.5859158190665275
pengaman,sabuk,0.6334707394419328
tikus,tikus,1.0000000000000002
Motor,Mesin,0.5514909645049663
Mobil,taksi,0.46308271943830404
kucing,singa,0.6207102789828853
ukuran,besarnya,0.675780241566219
kenyataannya,fantasi,0.26904859346429566
pintu,gerbang,0.9239224612686997
kucing,peliharaan,0.6509572573959025
timah,aluminium,0.6865144001855479
tulang,rahang,0.7517457367834515
sereal,gandum,0.7626728300732272
rumah,kunci,0.3967181743391457
darah,daging,0.6225869904571082
pintu,koridor,0.6478997328640483
Tuhan,Roh,0.6996696500101665
kemampuan,kompetensi,0.7220552825117132
kelimpahan,banyak,0.38672585990687025
sofa,kursi,0.48285244323401305
dinding,bata,0.645408207490496
tanduk,drum,0.04874882299074472
organ,hati,0.434693218931107
kekuatan,keperkasaan,0.6484238568673183
kalimat,kata,0.8068371979232615
band,parade,0.3878715399658978
perut,pinggang,0.67898834165626
awan,badai,0.6348102345215468
sukacita,kebanggaan,0.37711392341886313
kebisingan,ribut,0.462380673566634
hujan,kabut,0.598639262197672
bir,minuman,0.8118856133556547
teman,paman,0.5961420052762574
apel,jus,0.713514840098977
kecerdasan,logika,0.5200843432892363
komunikasi,bahasa,0.43308283235819434
bulu,bulu,0.9999999999999999
massa,kerumunan,0.5904743104737139
pantai,Pantai,0.7155512486371896
kawat,tali,0.7768892727903394
burung,Turki,0.28644614988310435
kasur,kamar,0.7164359247706547
kompetensi,kemampuan,0.7220552825117132
awan,kabut,0.7937354607715742
makan,makanan,0.7269676817963673
Bar,kandang,0.038253288586512744
air,garam,0.6902755732422878
pengertian,intuisi,0.6181513651409547
situasi,kondisi,0.817934470747332
kejahatan,pencurian,0.6929461321937229
gaya,fashion,0.3472230155807804
batas,perbatasan,0.709129629934277
lengan,tubuh,0.6676361429567634
perahu,mobil,0.6162147974865007
sandwich,makanan,0.4626339016070417
pengantin,putri,0.5616657947766726
pahlawan,pahlawan,1.0
Mobil,mengukur,-0.10439766892173466
serangga,lebah,0.6857151317743168
alunan,buaian,0.28331413380235587
hewan,orang,0.5435674008291094
ganja,ramuan,0.6353988349714643
kamar,tempat,0.6830240668541234
pipi,lidah,0.752252649317551
Disc,komputer,-0.09541979836499301
kurva,sudut,0.6015502318322994
rumput,Lumut,0.42552151557926554
sekolah,hukum,0.457020504680334
kaki,kepala,0.27601389499561324
Ibu,wali,0.5138784527410256
tabib,dokter,0.7405770134060045
alkohol,wiski,0.6673472843751618
mulut,gigi,0.6486086297366712
Sarapan,bacon,0.5448096325839613
mandi,tidur,0.7888399207265974
piring,mangkuk,0.9027446703349502
daging,daging,1.0
udara,helium,0.40893098823881774
pekerja,majikan,0.7836720861815006
tubuh,dada,0.6817014380118984
Son,ayah,0.15542947475596713
jantung,operasi,0.3598286294028501
wanita,Sekretaris,0.04615126474531714
pria,ayah,0.4745115045876461
Beach,Pulau,0.38651549651669465
cerita,topik,0.457500340545135
Permainan,menyenangkan,0.09110261163746847
istirahat,minggu,0.5854424839794972
Pasangan,pasangan,0.7517050990030464
wanita,istri,0.5312153776686784
domba,sapi,0.8838137615316739
dompet,tas,0.8597801096496455
genteng,Katedral,0.21166680106822666
kacang,kopi,0.4850645936677584
kayu,kertas,0.5301669657314934
atas,sisi,0.6252609926459676
kejahatan,penipuan,0.7138443809297793
sakit,kerugian,0.4921556348224916
kekasih,teman,0.6640446073045869
malam,senja,0.746459649059906
ayah,pria,0.4745115045876461
anggur,alkohol,0.5759234486000728
sapi,kambing,0.9184260277886979
kepercayaan,pendapat,0.6576426553907158
kenyataannya,ilusi,0.3493338156721971
Pakta,perjanjian,0.6055515298975647
kekayaan,kemiskinan,0.5303638665774808
kecelakaan,darurat,0.5383915096704683
pertempuran,penaklukan,0.7184106935495954
teman,guru,0.4760020263080853
penyakit,infeksi,0.8444188751672876
permainan,trik,0.6116641920905994
saudara,anak,0.633826664560069
Bibi,keponakan,0.37932662383693666
pekerja,mekanik,0.5048109964543392
dokter,medis,0.7225192341979008
pohon,pohon,1.0
lebah,Ratu,0.09339917215462504
Mobil,Sepeda,0.6782379999977515
tujuan,pencarian,0.3207090499886319
agustus,bulan,0.8166053605482076
tentara,perang,0.7174391544384715
awan,cuaca,0.5760342462370789
dokter,dokter,1.0
Canyon,valley,0.3423458369187471
Sungai,lembah,0.7432505765843722
matahari,langit,0.7266295284681338
target,Panah,-0.020805412280480086
coklat,pie,0.31700095360195696
keadaan,situasi,0.8406778041642913
pendapat,pilihan,0.4386696522977307
irama,melodi,0.8611712707123833
usus,saraf,0.6736032224302797
hari,fajar,0.67631436024214
sapi,kerbau,0.899952822949468
dokter,Profesor,0.5047486438109934
lengan,vena,0.4847689873687387
Kamar,mandi,0.4922778118878347
perusahaan,bisnis,0.7531149879351691
senang,gembira,0.7918977872142434
Hill,tebing,0.16590466773878498
tulang,kaki,0.45029160903761856
Apple,permen,0.3972084535338214
pembantu,pembantu,1.0000000000000002
pemimpin,manajer,0.45881996380159973
lemon,teh,0.5519790679661101
Bee,semut,0.006081819804168664
basket,bisbol,0.8657227197684716
beras,kacang,0.6234094564793657
aksesoris,perabotan,0.6929829751213629
emosi,gairah,0.775967053278058
Anarki,kekacauan,0.28104731278165207
kejahatan,pelanggaran,0.6889399071579447
mesin,Mesin,0.7803036728195498
pantai,laut,0.7626151032786781
gang,mangkuk,0.2276665251444952
botol,botol,0.9999999999999998
kekuatan,kemampuan,0.783634153021624
benih,rempah,0.44918556040315266
gitar,drum,0.8915894385778869
pendapat,ide,0.5762794496848325
