teks1,teks2,similarity
tua,baru,0.326122326334079
pintar,cerdas,0.7163714923937814
keras,sulit,0.30126921530630246
bahagia,ceria,0.46027156712830436
keras,mudah,0.29173290572463484
cepat,cepat,1.0
bahagia,senang,0.5276892466307708
pendek,panjang,0.5172045225743125
bodoh,bodoh,1.0
aneh,aneh,0.9999999999999999
luas,sempit,0.5265180163016735
buruk,mengerikan,0.5474892427356056
mudah,sulit,0.7199355778685652
buruk,mengerikan,0.5474892427356056
keras,sederhana,0.26146749862526775
cerdas,bodoh,0.4421761048586872
gila,gila,1.0
bahagia,gila,0.31294881356305304
besar,besar,0.9999999999999998
keras,sulit,0.30126921530630246
Baru,segar,0.08115404987692632
tajam,membosankan,0.32924400839679047
cepat,cepat,1.0
bodoh,bodoh,1.0
luarbiasa,Hebat,0.1830094798068444
aneh,aneh,0.9999999999999999
bahagia,marah,0.3817986697746799
sempit,luas,0.5265180163016735
sederhana,mudah,0.43640791401958845
tua,segar,0.1580030938216327
jelas,jelas,1.0000000000000002
murah,murah,1.0
bagus,baik,0.603456302899887
aneh,normal,0.4054833559319698
aneh,aneh,0.9999999999999999
buruk,jelek,0.6359202171923788
sedih,lucu,0.4308269146105983
luarbiasa,Hebat,0.1830094798068444
bersalah,malu,0.516870167068033
cantik,indah,0.5684885495463847
yakin,yakin,1.0
bodoh,padat,0.1578687636030901
besar,besar,0.9999999999999998
bagus,kejam,0.24468109743591634
sabar,cemas,0.5491198671349874
besar,luas,0.4067641183759801
kuat,bangga,0.3616075624501136
perlu,diperlukan,0.620606995963443
gelisah,muda,0.24093882252643364
bodoh,cerdas,0.4421761048586872
buruk,besar,0.3607043019590167
sulit,sederhana,0.462120734579841
diperlukan,penting,0.48371838298275904
buruk,Hebat,0.08071169929665545
gila,senang,0.34606729726333874
jujur,bersalah,0.3240727741988153
mudah,sulit,0.7199355778685652
mudah,fleksibel,0.4445893696882013
pasti,yakin,0.42711458089423504
penting,diperlukan,0.48371838298275904
berbeda,normal,0.4347928553215335
licik,pintar,0.4667299110506654
penting,penting,1.0
keras,kejam,0.37201124443753736
bodoh,bodoh,1.0
langka,langka,0.9999999999999999
ramah,baik,0.44994462515573475
rapuh,dingin,0.3204283726020778
panjang,sempit,0.3962274998436985
besar,berat,0.34048678385512293
kasar,dingin,0.34630344095982857
aneh,aneh,0.9999999999999999
ilegal,buruk,0.25660293951625196
buruk,bersalah,0.2637885330792137
modern,kuno,0.6123468864188603
Baru,kuno,0.243336568558999
kusam,lucu,0.2906243580975452
bahagia,muda,0.2660939593865106
mudah,besar,0.33306504617494526
besar,mengerikan,0.35334715106491654
kecil,besar,0.6752696191619412
sopan,tepat,0.3146391952060698
sederhana,malu,0.20456792389370793
eksotis,langka,0.5904631563940489
bodoh,pintar,0.4736012152135799
Menyenangkan,indah,0.17266647603459445
nyata,jelas,0.42930649418733424
takut,gelisah,0.6418690591410716
formal,tepat,0.2672070002902375
suram,membosankan,0.5448894888955724
Menyenangkan,ceria,0.22267184122356593
stres,gila,0.30011002886168603
sedih,mengerikan,0.5092793118640047
sakit,gila,0.18889487057644933
kekerasan,marah,0.24833911681544435
syarat,aturan,0.5069243481791819
kotor,murah,0.2347900265271255
elastis,fleksibel,0.5329892166551936
keras,padat,0.2769288882478659
Baru,baru,0.36744002308718005
berani,bangga,0.43845808265005093
licik,aneh,0.419989106064679
aneh,licik,0.419989106064679
bodoh,langka,0.24290300126104478
licik,sulit,0.28617054029829525
Hebat,gila,0.1488136136544867
sederhana,fleksibel,0.530902163691353
segar,berbagai,0.2180324251334192
besar,bodoh,0.19760562406723398
besar,fleksibel,0.3265056117757657
kotor,sempit,0.2487109343315665
istri,suami,0.7598676198470994
buku,teks,0.49124830911647804
pria,mempelai,0.368330971526758
malam,hari,0.6331194986350311
Selatan,Utara,0.8113634252416642
pesawat,Bandara,0.2991584838498511
Paman,bibi,0.4379927564012714
kuda,mare,0.041917986928113354
bawah,atas,0.5874950606714457
teman,teman,0.9999999999999998
mahasiswa,murid,0.4891605040706426
dunia,dunia,1.0000000000000002
kaki,lengan,0.3809367078847026
pesawat,jet,0.6571208940484414
wanita,pria,0.837702401533799
kuda,poni,0.47362261601586103
aktris,aktor,0.806478636749319
guru,instruktur,0.5377834876951211
film,film,1.0
burung,elang,0.6336281772788723
kata,Kamus,0.23995688941636745
uang,gaji,0.4044896572873077
anjing,kucing,0.7031549224163705
Area,wilayah,0.2255943819810711
Laut,Darat,0.5866882798588808
buku,sastra,0.4052871888790087
pakaian,lemari,0.37282490082444564
terbenam,terbit,0.47035981704803226
Anak,dewasa,0.22114924214895443
sapi,sapi,1.0
buku,cerita,0.436435384016959
dingin,panas,0.793505998935208
taksi,taksi,1.0
pohon,pohon,0.9999999999999998
tempat,Kamar,0.17705548808430904
atap,genteng,0.5302823809166105
penyakit,infeksi,0.6595393346321539
lengan,bahu,0.6643415920453731
domba,domba,0.9999999999999999
wanita,pria,0.837702401533799
Boat,jangkar,0.041813575403307074
imam,biarawan,0.5440371760731847
kaki,jari,0.29501891939464503
Sungai,sungai,0.7623136078851507
kemarahan,kemarahan,1.0000000000000002
tanggal,kalender,0.24452361202122286
laut,laut,1.0
kedua,berjalan,0.2538844045672963
tangan,jari,0.36319533239799984
kayu,rotan,0.5117005337051711
Lumpur,kotoran,0.0036741802265659873
lorong,koridor,0.5775613571800922
cara,cara,1.0000000000000002
tikus,kucing,0.5031739709594354
polisi,sherif,0.33437494634532006
kematian,penguburan,0.343062673546065
musik,melodi,0.47041382499288675
bir,alkohol,0.5074133964085407
mulut,bibir,0.5462443460300892
badai,topan,0.6827716825324829
pajak,pendapatan,0.47945991026347456
bunga,ungu,0.236251252405056
kertas,kardus,0.5484549806538734
lesehan,lantai,0.34924731745400495
pantai,pasir,0.3814401470364561
batang,tirai,0.28977977534427585
serigala,anjing,0.5148866115365187
jalan,Gang,0.13371209573677156
perahu,dek,0.3734653388170526
Mobil,tanduk,0.007762165408426079
teman,tamu,0.1641525914758455
majikan,karyawan,0.546314622341727
tangan,pergelangan,0.4753716106711826
bola,meriam,0.1441075574447654
alkohol,brendi,0.3875485950437685
kemenangan,kemenangan,1.0
telepon,komunikasi,0.3855322521557704
pintu,pintu,1.0000000000000004
hotel,kamar,0.47408252651845983
pakaian,kain,0.5624290080380313
steak,daging,0.5259752956019127
kuku,jari,0.5301041449515356
band,orkestra,0.4505589765926695
buku,Alkitab,0.3072465338442104
Bisnis,industri,0.29757517239192655
gugur,panas,0.5103468082242069
dekade,abad,0.510778137750903
alkohol,miras,0.4877466951463417
topi,mantel,0.46387181844013287
jendela,pintu,0.5899528835022902
lengan,tangan,0.5156334221900876
rumah,apartemen,0.548563522932628
kaca,kristal,0.3687073778097678
anggur,brendi,0.5670125449633925
pencipta,pembuat,0.39307625383885736
pagi,Sarapan,0.3538677069617946
lengan,otot,0.48032801423167126
gelembung,busa,0.5649723629944231
roti,tepung,0.46083372273749745
kematian,tragedi,0.4185749811237972
ketiadaan,kehadiran,0.4299862992679074
pistol,meriam,0.5005156842104103
rumput,pisau,0.21934814575229347
bola,keranjang,0.2660826445496002
selang,Taman,-0.04825565838653211
pria,anak,0.39182603736079297
kelompok,tim,0.4073110154609825
pakaian,laci,0.2512128789429337
Tower,tiang,0.05535861414969178
Bapa,orangtua,0.19456788572760325
sekolah,kelas,0.36405779237432334
orangtua,dewasa,0.35780809272278585
Bar,penjara,0.03553369134176693
Mobil,jalanan,0.16409295322111253
Kamus,definisi,0.24023118662157666
pintu,gudang,0.36031620480065507
tentara,prajurit,0.7522921312410679
logam,aluminium,0.6457413282446998
kursi,bangku,0.41570234148606944
awan,kabut,0.60125602551689
Laki,anak,0.14883379362596333
air,es,0.3270179461870931
kasur,selimut,0.7328985606560663
Jaksa,pengacara,0.4080892615096036
Area,zona,0.15299277015749216
Bisnis,perusahaan,0.2748278997994634
pakaian,kain,0.5624290080380313
baju,jaket,0.6746583436098987
uang,modal,0.4802854266229511
tangan,kaki,0.26059841274706363
alkohol,koktail,0.42058037180549773
Halaman,inci,0.05737798167754092
molekul,atom,0.6226406406682807
lensa,kamera,0.5926527424381253
makan,makanan,0.5287089351964944
mata,kelopak,0.3969307745876335
Allah,setan,0.37928363932996806
pengaman,sabuk,0.4914938914458271
tikus,tikus,1.0
Motor,Mesin,0.2670984307836197
Mobil,taksi,0.30905657758158556
kucing,singa,0.4928922630701012
ukuran,besarnya,0.40339341835309855
kenyataannya,fantasi,0.09984095157483447
pintu,gerbang,0.7626905591102666
kucing,peliharaan,0.4576520456656526
timah,aluminium,0.5378294854397465
tulang,rahang,0.5707811108128602
sereal,gandum,0.5783826085312858
rumah,kunci,0.16313238114591277
darah,daging,0.3692377271073386
pintu,koridor,0.3883577303212047
Tuhan,Roh,0.4691708670847923
kemampuan,kompetensi,0.5152269331989
kelimpahan,banyak,0.2646836165625842
sofa,kursi,0.42627604713973927
dinding,bata,0.43588568711897646
