teks1,teks2,similarity
cinta,seks,0.30579699179519965
Harimau,kucing,0.17723100844618156
harimau,harimau,0.9999999999999998
buku,kertas,0.3177514296750866
komputer,monitor,0.4531692970172947
komputer,internet,0.4793059261239123
pesawat,mobil,0.5480726407831076
Kereta,mobil,0.21831938480709373
telepon,komunikasi,0.3855322521557704
televisi,radio,0.5567313541394268
media,radio,0.3923896743026296
obat,penyalahgunaan,0.34655910883378893
roti,mentega,0.5787548762195365
mentimun,kentang,0.6800111051162746
dokter,perawat,0.6304652781875633
Profesor,dokter,0.2575989135860325
mahasiswa,Profesor,0.22395098506448086
Pintar,mahasiswa,0.02235254317411537
Pintar,bodoh,0.13820300944657116
perusahaan,saham,0.4549429052076495
Persediaan,pasar,0.18643017861468053
persediaan,telepon,0.20944893145647486
persediaan,CD,-0.05751766200002206
persediaan,jaguar,-0.03181583727708067
persediaan,telur,0.2511475348882921
kesuburan,telur,0.20703254967616336
saham,langsung,0.18167647344813326
saham,kehidupan,0.06589494750023552
buku,Perpustakaan,0.1617796142050275
Bank,uang,0.17105378828189385
kayu,hutan,0.3457439977053421
uang,tunai,0.42683648614318903
Profesor,mentimun,-0.07873461708706105
Raja,kubis,-0.056096652917845956
Raja,Ratu,0.4815399895374065
Raja,benteng,0.19703602935036804
Uskup,rabbi,0.2180071233501853
Jerusalem,Israel,0.39855739295576165
Yerusalem,Palestina,0.5569223832334567
Kudus,seks,0.050955289512533475
bercinta,seks,0.2647572836885943
Inter,sepakbola,0.21066182336175998
sepakbola,sepakbola,1.0
sepakbola,basket,0.4898543088512668
sepakbola,tenis,0.44101596475267923
Tenis,Raket,0.5072302766803634
Arafat,perdamaian,0.28903971382499183
Arafat,teror,0.1650026177105066
Arafat,Jackson,0.13062356304961484
hukum,pengacara,0.404584536385438
film,bintang,0.25471629603113083
film,drama,0.5483262105799701
film,kritikus,0.3515882160738914
film,theater,0.18863535218185973
Fisika,proton,0.151940730710582
Fisika,Kimia,0.6438631298380637
Ruang,Kimia,0.08069226882924832
alkohol,Kimia,0.12053591679688304
vodka,gin,0.7978819868454734
vodka,brendi,0.7228189967012764
minuman,mobil,0.26965900884027494
minuman,telinga,0.09483115378176173
minuman,mulut,0.22107986540297736
minum,makan,0.5410721778389369
bayi,Ibu,0.13682513610710184
minuman,ibu,0.10349929550163384
Mobil,mobil,0.6162162281864226
permata,permata,1.0
perjalanan,pelayaran,0.5620943825110736
pria,ayah,0.2918830961420702
Pantai,pantai,0.6144597787396417
suaka,pengungsi,0.49558459116808196
penyihir,penyihir,1.0000000000000002
petang,siang,0.6506974398590766
tungku,kompor,0.7101966827742052
makanan,buah,0.2649496039643423
burung,ayam,0.39881006275884545
burung,bangau,0.6037978596847335
Alat,menerapkan,0.004796864965648866
saudara,biarawan,0.19668753062582872
pasang,menerapkan,0.028141294313735164
Pemuda,saudara,-0.03225016259463796
perjalanan,mobil,0.2485778690276471
biarawan,peramal,0.43063125121296175
Pemakaman,berhutan,0.1406099572384577
Makanan,ayam,0.2701532376841448
Pantai,Bukit,0.25783706383921956
hutan,kuburan,0.35042334414309173
Pantai,mangrove,0.28175819387200246
biarawan,budak,0.3097745465975581
Pantai,hutan,0.15423708914922718
Pemuda,Penyihir,0.11746330488097531
chord,senyum,0.18226151937457669
kaca,penyihir,0.07300374926670379
Siang,tali,0.056739159776738976
ayam,perjalanan,0.14139690467460453
uang,dolar,0.48379607509560174
uang,tunai,0.42683648614318903
uang,koin,0.5805444663688379
uang,kekayaan,0.3925776253497604
uang,properti,0.2923046300671513
uang,kepemilikan,0.27986746235622895
uang,bank,0.38617092865816727
uang,deposit,0.3570358890459661
uang,penarikan,0.2636291507381559
uang,pencucian,0.29517635724339125
uang,operasi,0.17851820002708485
Harimau,jaguar,0.2615151029297602
Harimau,kucing,0.17723100844618156
Harimau,karnivora,0.25293021918735303
Harimau,mamalia,0.2248850800295098
Harimau,hewan,0.2090617152112734
Harimau,organisme,0.09163987652360138
Harimau,fauna,0.1937223290546774
Harimau,safari,0.1834686972378795
Psikologi,psikiatri,0.5158755104165814
Psikologi,kecemasan,0.21556297720806059
Psikologi,ketakutan,0.07567809987964805
Psikologi,depresi,0.21991817265303615
Psikologi,klinik,0.24893333336596257
psikologi,dokter,0.3176671814685083
Psikologi,kebebasan,0.01912162752446389
