teks1,teks2,similarity
cinta,seks,0.36225926878994197
Harimau,kucing,0.18030665054800823
harimau,harimau,0.9999999999999998
buku,kertas,0.3411786763589122
komputer,monitor,0.5909826439492771
komputer,internet,0.5624497444150184
pesawat,mobil,0.4709926123774836
Kereta,mobil,0.21749639661916076
telepon,komunikasi,0.49011117719679487
televisi,radio,0.5189106680994039
media,radio,0.41375835533861854
obat,penyalahgunaan,0.35743601309214923
roti,mentega,0.6792673097628591
mentimun,kentang,0.688702172319346
dokter,perawat,0.7120495317709814
Profesor,dokter,0.35120773551688406
mahasiswa,Profesor,0.22585078096435984
Pintar,mahasiswa,0.0871177395738399
Pintar,bodoh,0.1153861319196359
perusahaan,saham,0.6185600135385394
Persediaan,pasar,0.22695375189587003
persediaan,telepon,0.14738427315526584
persediaan,CD,0.013244207839511135
persediaan,jaguar,-0.10694914526546141
persediaan,telur,0.24473546547061042
kesuburan,telur,0.22863872411176164
saham,langsung,0.14603576110842248
saham,kehidupan,-0.037148815791394806
buku,Perpustakaan,0.2955758044384731
Bank,uang,0.2477133997899962
kayu,hutan,0.22051581325090147
uang,tunai,0.5440866413327136
Profesor,mentimun,-0.06877383179516237
Raja,kubis,-0.104094259207417
Raja,Ratu,0.6598969391594234
Raja,benteng,0.3107821536605185
Uskup,rabbi,0.16225848824095543
Jerusalem,Israel,0.6268291143317527
Yerusalem,Palestina,0.6191868957359599
Kudus,seks,-0.06069637145095644
bercinta,seks,0.36797756716146834
Inter,sepakbola,0.3349990100360804
sepakbola,sepakbola,1.0000000000000002
sepakbola,basket,0.45003023253500996
sepakbola,tenis,0.29467026205187985
Tenis,Raket,0.5571900599131109
Arafat,perdamaian,0.34876817985524455
Arafat,teror,0.2320233200306463
Arafat,Jackson,0.015348212530363767
hukum,pengacara,0.48789220864071203
film,bintang,0.27818887764156774
film,drama,0.6335725839444124
film,kritikus,0.5024550944215914
film,theater,0.2337172433293317
Fisika,proton,0.26107240059933756
Fisika,Kimia,0.7186700884668441
Ruang,Kimia,0.15575027224974802
alkohol,Kimia,0.17830563043241046
vodka,gin,0.8208428398569767
vodka,brendi,0.762783284191773
