teks1,teks2,similarity
cinta,seks,0.42274870930425135
Harimau,kucing,0.42344408948324946
harimau,harimau,1.0000000000000004
buku,kertas,0.5797027515163923
komputer,monitor,0.6912117131358192
komputer,internet,0.7227206197228684
pesawat,mobil,0.6501306070564234
Kereta,mobil,0.4583687081820659
telepon,komunikasi,0.6083101050876546
televisi,radio,0.7490323920716503
media,radio,0.5687127688270651
obat,penyalahgunaan,0.48119536870942925
roti,mentega,0.7549149388727243
mentimun,kentang,0.8597430958019086
dokter,perawat,0.859058046991249
Profesor,dokter,0.5047486438109934
mahasiswa,Profesor,0.34032006836440165
Pintar,mahasiswa,0.13290351683715518
Pintar,bodoh,0.25360071288330976
perusahaan,saham,0.6787050958301022
Persediaan,pasar,0.22154675727628187
persediaan,telepon,0.34751419854940313
persediaan,CD,-0.07533258750107556
persediaan,jaguar,-0.04373712549487614
persediaan,telur,0.3234985136571341
kesuburan,telur,0.27579333696074315
saham,langsung,0.24497435039918053
saham,kehidupan,0.09699766731369781
buku,Perpustakaan,0.3962650890349463
Bank,uang,0.2541290720023295
kayu,hutan,0.5150182073934073
uang,tunai,0.7015950925878955
Profesor,mentimun,-0.18894892901187996
Raja,kubis,-0.06496673922319436
Raja,Ratu,0.7435497732812202
Raja,benteng,0.34701680272299157
Uskup,rabbi,0.34157809962950947
Jerusalem,Israel,0.6021080120721403
Yerusalem,Palestina,0.7306512793024154
Kudus,seks,-0.06615251788094592
bercinta,seks,0.45798304472443063
Inter,sepakbola,0.3367633418509017
sepakbola,sepakbola,1.0
sepakbola,basket,0.703050385576834
sepakbola,tenis,0.5756920085194794
Tenis,Raket,0.5945390962631825
Arafat,perdamaian,0.3633471223762684
Arafat,teror,0.24568257387940767
Arafat,Jackson,0.25196524131456954
hukum,pengacara,0.520904762710322
film,bintang,0.41997387636954736
film,drama,0.8160318416807283
film,kritikus,0.578079911781171
film,theater,0.2040026915101602
Fisika,proton,0.1895003484721496
Fisika,Kimia,0.8216185227684314
Ruang,Kimia,0.21954586619506494
alkohol,Kimia,0.1763731414370454
vodka,gin,0.8813762377569692
vodka,brendi,0.8598801832691565
minuman,mobil,0.4068799432062201
minuman,telinga,0.15487386208066384
minuman,mulut,0.20913148746691768
minum,makan,0.7723592776545773
bayi,Ibu,0.3340778867905191
minuman,ibu,0.12463282364244278
Mobil,mobil,0.7501802534396355
permata,permata,1.0
perjalanan,pelayaran,0.8018419549209496
pria,ayah,0.4745115045876461
Pantai,pantai,0.7155512486371896
suaka,pengungsi,0.6672455497236593
penyihir,penyihir,1.0
petang,siang,0.8195406205793276
tungku,kompor,0.8235327807914955
makanan,buah,0.4680943527520685
burung,ayam,0.6336913099731255
burung,bangau,0.6945001934772959
Alat,menerapkan,-0.003172239633901147
saudara,biarawan,0.2521304390339783
pasang,menerapkan,0.14793627583061367
Pemuda,saudara,0.13167552328545729
perjalanan,mobil,0.38923145215121024
biarawan,peramal,0.5175212946770146
Pemakaman,berhutan,0.3185072876527223
Makanan,ayam,0.48488172951936354
Pantai,Bukit,0.48121479468425465
hutan,kuburan,0.5285168367602493
Pantai,mangrove,0.4303026092247858
biarawan,budak,0.4782758348842705
Pantai,hutan,0.36944607545170766
Pemuda,Penyihir,0.2299779368458848
chord,senyum,0.21251630328424062
kaca,penyihir,0.19747280525680005
Siang,tali,0.1449130791017979
ayam,perjalanan,0.20201324653486535
uang,dolar,0.6754594530073641
uang,tunai,0.7015950925878955
uang,koin,0.7463259480601496
uang,kekayaan,0.5794222978893487
uang,properti,0.47635397860519135
uang,kepemilikan,0.40858742536710413
uang,bank,0.5921649410398587
uang,deposit,0.5036339776304402
uang,penarikan,0.4578972083333567
uang,pencucian,0.572041487626
uang,operasi,0.26165620719562277
Harimau,jaguar,0.3807397925434669
Harimau,kucing,0.42344408948324946
Harimau,karnivora,0.38295047429095275
Harimau,mamalia,0.36035552922054415
Harimau,hewan,0.36857337700227877
Harimau,organisme,0.1452209774449042
Harimau,fauna,0.3375945406165703
Harimau,safari,0.2711977429802934
Psikologi,psikiatri,0.6298043001371333
Psikologi,kecemasan,0.3275128128956456
Psikologi,ketakutan,0.11028091824351582
Psikologi,depresi,0.3265825338736207
Psikologi,klinik,0.338180499157797
psikologi,dokter,0.5002615528683088
Psikologi,kebebasan,0.1584546705614625
Psikologi,pikiran,0.35759823416459835
Psikologi,Kesehatan,0.5943315453725192
Psikologi,ilmu,0.4586830934904559
Psikologi,disiplin,0.3961938926549451
Psikologi,kognisi,0.5636048799556275
planet,bintang,0.5464024716763536
planet,rasi,0.27621138097079084
planet,bulan,0.330400169967069
planet,matahari,0.6463821658114037
planet,galaxy,0.2924395250924141
planet,Ruang,0.11422891790850119
planet,astronom,0.4203444558167224
preseden,contoh,0.5005384250220957
preseden,informasi,0.44974910667751145
preseden,kognisi,0.49318072737665863
preseden,hukum,0.7634106530141738
preseden,koleksi,0.11568855726082349
preseden,kelompok,0.38326416254119755
preseden,Pendahuluan,0.1547581564903618
Piala,kopi,0.07388637819497676
Piala,pecah,0.10208263630130804
Piala,artikel,-0.03565351385481731
Piala,artefak,0.14307116877094256
Piala,objek,-0.11543273998636129
Piala,entitas,0.013175231192496965
Piala,minuman,-0.03431106654020229
Piala,makanan,0.008391597382550478
Piala,substansi,-0.2558912423670727
Piala,cairan,-0.30578225406450305
Jaguar,kucing,0.18248729269883693
Jaguar,mobil,0.48022883800657007
energi,Sekretaris,-0.031483792193123875
Sekretaris,Senat,0.5571399094097425
energi,laboratorium,0.45089742992966597
komputer,laboratorium,0.6488584279914995
senjata,rahasia,0.47785912277085074
FBI,biometrik,0.2593358578037465
FBI,penyelidikan,0.5225872058514235
penyelidikan,usaha,0.5126387209727736
Mars,air,0.23659271372529964
Mars,ilmuwan,0.15368786615986174
Berita,laporan,0.4221626335584683
Canyon,lanskap,0.11490799732161525
gambar,permukaan,0.3888777978715217
penemuan,Ruang,-0.06843523346761676
rembesan,air,0.5481298479400599
tanda,reses,0.14983197777414756
Rabu,Berita,0.3830803806156989
mil,kilometer,0.9071813266873927
komputer,Berita,0.22766652199605047
wilayah,permukaan,0.3854166478615606
suasana,lanskap,0.5469484287394617
Presiden,medali,0.2789283616889881
Perang,pasukan,0.524902833727931
Catatan,nomor,0.19757121461125202
kulit,mata,0.5771247473907297
Jepang,Amerika,0.7683745561829145
Teater,sejarah,0.1606886594066676
relawan,moto,0.06535941381993078
prasangka,pengakuan,0.5022385589229328
dekorasi,keberanian,0.27898353603413784
abad,tahun,0.6799477066122762
abad,bangsa,0.4360178582405331
penundaan,rasisme,0.24258744418327563
penundaan,Berita,0.11477914342244594
Menteri,Partai,0.5364886309525143
perdamaian,rencana,0.5507969213904058
minoritas,perdamaian,0.2776588425623958
upaya,perdamaian,0.6869578304075068
pemerintah,krisis,0.5433658517855178
penyebaran,keberangkatan,0.20030970680543925
penyebaran,penarikan,0.39214628574220295
energi,krisis,0.38788154235935807
